row ID,row m/z,row retention time,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Mo_2019_542.mzML Peak area,Mo_2019_343.mzML Peak area,Mo_2019_339.mzML Peak area,Mo_2019_342.mzML Peak area,Mo_2019_338.mzML Peak area,Mo_2019_349.mzML Peak area,Mo_2019_348.mzML Peak area,Mo_2019_346.mzML Peak area,Mo_2019_344.mzML Peak area,Mo_2019_345.mzML Peak area,Mo_2019_347.mzML Peak area,Mo_2019_337.mzML Peak area,Mo_2019_325.mzML Peak area,Mo_2019_328.mzML Peak area,Mo_2019_334.mzML Peak area,Mo_2019_341.mzML Peak area,Mo_2019_332.mzML Peak area,Mo_2019_327.mzML Peak area,Mo_2019_333.mzML Peak area,Mo_2019_335.mzML Peak area,Mo_2019_340.mzML Peak area,Mo_2019_329.mzML Peak area,Mo_2019_331.mzML Peak area,Mo_2019_324.mzML Peak area,Mo_2019_336.mzML Peak area,Mo_2019_321.mzML Peak area,Mo_2019_330.mzML Peak area,Mo_2019_326.mzML Peak area,Mo_2019_320.mzML Peak area,Mo_2019_322.mzML Peak area,Mo_2019_543.mzML Peak area,Mo_2019_351.mzML Peak area,Mo_2019_323.mzML Peak area,Mo_2019_350.mzML Peak area,Mo_2019_352.mzML Peak area,Mo_2019_353.mzML Peak area,Unnamed: 46
4560,339.27182442801336,11.349336514285715,2.0,,,,,,,0.0,20128684.655323107,19655521.530633528,22879825.769117102,22793485.61808469,31308099.772640496,29644632.465747233,22692529.823715456,23437369.043400936,24522352.935068727,16643695.87058788,21013894.335156526,24334044.42249423,28717662.797925007,40497265.42564645,22245203.36749783,34190204.52910245,35068905.21173807,23889859.38914061,36745386.348095655,21392941.123548068,25674731.166694306,33760216.64456863,17051448.1981931,19002164.87884315,24914468.43580221,38642714.92366378,33173123.93659595,18697095.695561275,24781673.09301658,29319538.2577702,20791172.46241798,19774278.37456921,20486288.303350776,33364881.63387196,17638910.572836764,
4562,265.1798531668527,7.76637328,2.0,,,,,,,0.0,27078445.68544513,31690237.662913624,28166178.927460667,46623452.48985576,18758967.431496747,32572304.09812467,49304889.59215018,15167609.784342945,56106073.65585199,142133449.923123,44845248.89314027,29858893.200450744,38944483.59725709,12799552.345127786,40628155.74425907,27762037.52246644,14345102.966795458,25918125.666356795,12025761.428668786,228647326.1048412,35327602.19702277,26855839.13940139,24429241.64830439,35082956.21640837,38762396.4215916,173701467.99325967,41767941.42756175,48332664.9129843,21926385.852969266,7962538.929151126,11264486.96438143,103881227.06719084,33927332.84392124,22272101.019108284,40974059.60421668,
4563,366.2854625883557,8.523286744444443,2.0,,,,,,,14327.119642561462,7501309.79247761,12117341.165836085,8036421.673633704,12274423.847199213,14196738.293792985,12907589.018224886,22243308.545382336,14425147.9371502,15018544.125709927,14645697.976436745,11886748.327497607,8578418.490098285,15830510.398990344,14246410.214037042,24293946.508620534,13110772.57479062,14179940.771644255,12939647.926457845,12408876.344894102,20763627.60528509,21966193.139159955,20718287.93543138,23365331.637737844,56767762.45201775,13991059.830370154,20769174.243688565,12821425.928062042,11963558.82351376,17438877.898762606,10394761.610609343,15580717.070887964,23239524.33754089,13596089.020597246,12006968.659853188,58013567.12174243,
4587,204.08678767693738,0.8943647561111109,1.0,,,,,,,40968.388680743534,16243967.402238568,28054767.61094049,18061330.50806753,20949925.93135013,19371212.07288818,31511242.396557786,18494760.828869805,12935821.620266896,16908048.236834362,27355720.35699965,32142269.514000986,3421580.501988114,21615410.350853186,17041217.33534924,23817430.80471693,6475222.853873863,15142673.396659166,17088922.445059292,13436375.255337056,38652758.31606214,4009749.111451831,26324749.77006174,4687692.925127893,14555746.246409165,6142022.061615093,1740515.3221834498,16205504.256858835,26982616.68577797,33170464.3579826,17190762.075931173,12081813.223477475,33234418.42708764,23800692.034157977,17038911.913166214,3389789.58485713,
4611,464.35828499596624,9.824759916666665,2.0,,,,,,,18104.11653566032,5722189.538189871,23971105.48712505,6205364.122784015,15400441.265964333,33675620.63024619,13435734.568426196,19154916.21166357,15908426.1875579,19601637.32284396,18778812.006159086,17451750.593461692,6959900.269016285,22630908.58714689,6311004.598540872,29476956.956492294,28310564.772586424,13601295.508114634,34987603.50315218,9239862.022464182,47285441.27022268,25382502.104821235,18579775.23208917,30467470.838479906,6984796.233996768,17243550.799897406,36170324.57011733,4899619.790112671,19424207.140039846,34622148.22207735,1102890.945419742,7009953.403483942,42496881.0222469,29508459.29589263,10349609.61374833,10264721.836009964,
4619,506.3168944604005,4.234602166666665,2.0,,,,,,,361319.7414720439,6956953.807722551,84566052.75205585,9606209.516213322,90603906.19603388,46965955.99842796,14564400.120513098,64127505.68626146,18276717.959715005,35975681.80332592,100933797.71475868,62625142.68250868,3805015.77892346,18091332.188134685,6871481.311094645,126167210.57538424,9620571.070093522,10639161.675255165,21054066.148006406,6578738.143355317,84410410.12285532,41661761.29847279,6772663.746261374,28890107.5095623,8828292.472289996,18475941.45889501,53873526.69407188,5321580.742324887,10239637.843372714,10593870.363815276,1154492.513381482,16300078.887513973,13420339.475357074,33050945.272586264,9948573.027216867,29597946.414740056,
4628,253.14351091077546,7.607346566666667,2.0,313.0,[M+H]+,,2.0,3873;9193,252.1362,90332.75620419807,44425340.27752277,29175989.73861695,27314269.18590264,18170490.8023916,30421523.73590851,5929309.346782167,58896393.60125334,23984645.21445075,5852652.000744706,67196941.85368921,36535775.65129597,25330906.55413459,15021479.432266442,42461452.75497637,49993709.82682969,46137623.32155531,19636392.20896498,46634802.43113058,13499127.446421567,20458369.32256055,59724836.77822309,61250095.91125047,34564181.01738963,7284817.133515152,42431887.03958208,57457669.70877074,12660531.374106025,13194709.649128865,39819705.15311288,21729897.891936373,23761676.87476521,64160357.32665063,44005366.08719023,4493610.231498195,64792278.46779359,
4637,916.5687535603843,5.434054116666666,2.0,157.0,[M+NH4]+,,2.0,29080;967,898.5347,166061.35699379232,4076237.216481817,72020020.80457312,6352864.40670182,54615307.73434647,40187155.15470964,38474563.186415344,150078438.70585555,16262876.310386095,61803123.73364937,96161106.87224068,48548933.63829698,7870644.834356735,101504136.17681466,23269173.219293635,152360691.19682968,66189068.14476936,25743106.001659203,72655577.53932811,13224101.4574928,125692423.46950454,182924027.6709101,47130875.93263808,167834829.73772913,35776258.62816247,99345369.83557408,219586387.0562105,6868227.8064158475,68783495.2616449,119718797.42587982,4035821.964618253,16748496.447169127,149705788.49336386,54466772.09672751,8427007.789545706,21530206.38238427,
4653,374.253610726253,10.360639166666667,2.0,,,,,,,2358031.697853381,5599130.2007704815,9327730.967297897,8061620.335306022,8901509.11310387,4159560.570331397,1866410.706352038,8569299.327050611,3276915.8956282274,12765341.9899131,9771409.648126347,10706670.17921296,3807679.713998912,9017904.293063022,8082880.890480895,5808798.893904368,15124524.02859731,15955909.27424317,19180657.04221716,10871121.615864314,22248296.398455337,17965479.229495205,5929019.631229639,29649921.517463204,10572069.12008855,37303709.34136454,1820473.8766083054,27786778.504469827,16921075.114135224,18979657.37795463,1266223.0250100023,3799283.776667848,22785670.617355205,4078274.7885642033,7618405.608980708,16996977.024384197,
4654,338.2539014276077,8.900381686111109,2.0,,,,,,,11295.313535252651,3344226.535922768,2766877.332194208,3682906.3314500377,2463927.3172398424,3214736.1886936137,3084816.3330706363,3890943.7122131833,5918217.866542722,3038387.4440542245,2911793.2499427013,1981314.498196841,7228682.498248299,7372079.410873284,9761379.899903467,3247178.990407285,5937344.881184151,9113226.391140236,5447977.708294002,9042309.358939366,5812940.794947365,7561137.223193264,4774885.247239225,4795257.378551812,9253144.943658393,6316959.058282892,7130431.332863,6110157.579899033,4356872.797908327,5943059.627446498,5119870.618384666,6268436.0971662635,7607756.069265854,4428900.978084888,4818008.599439291,4838372.721295876,
4656,490.322291924882,4.466315038888891,2.0,,,,,,,123430.26964872384,6646215.03159629,14875032.31276896,7235544.983043432,9041888.716189366,28872552.35409333,13277128.425831873,16737030.218549352,11977025.772684155,16308218.590233367,20610539.93334136,7606981.493203605,7328768.331639392,10407130.708821947,11558459.131682087,13592677.957443206,26818674.6115452,12681650.424485978,11860832.61289034,13267729.141472293,24526133.590182386,22073198.38920823,12494836.50138641,10220317.395520644,97457820.08288491,8145258.326139055,33693464.53729825,7598187.237854632,11638587.01748601,19833539.352235723,3275425.039197605,11453281.095596015,50407055.3129831,10220342.887492577,11028909.064869,76293829.31175305,
4659,393.21019677056205,3.6356018694444447,2.0,58.0,[M+Na]+,,2.0,581;48,370.2206,132803.0662104488,4328739.552725344,46897751.86732732,10403185.78079189,33588551.46000962,36834137.91014673,35470175.91625554,74164668.80253977,20168197.392304696,39651170.05730848,67131457.7128238,29865659.876921777,14310771.78214722,66226159.33127418,35552403.59372719,72575652.03420332,64021467.01616435,36009569.27866128,56419775.9684182,29680092.730182227,72967493.65334062,88936630.55265303,57368004.5923069,109932409.53289583,88133123.83230373,67081372.17898488,126591622.94986343,18157738.0462752,51504430.79716226,83457733.37581035,15592287.180974836,23262862.360519905,102661036.81899875,37556084.008187205,11537376.584747255,37602131.42419791,
4701,293.1746772610412,8.249220840000001,2.0,,,,,,,0.0,47199217.91921666,67910917.99957228,8203660.1441981485,82291652.63381062,28697871.13558664,37916182.25066168,58988445.92404188,22973338.321594004,8399859.672874862,13143416.943513116,81409826.3284014,37189922.36464406,4460403.9430109635,36320236.63117802,43160041.97657085,6489615.2792566465,11143124.041150127,42547642.38089298,50196577.16876769,98675022.83595516,12543856.839882825,70495440.68618985,41919133.73805023,40661507.21730829,57670457.60706407,45915994.74991886,4363792.72308404,53584391.66589148,6947005.554640548,6615625.319495983,91471446.66045116,75963857.14707488,51915704.20764734,2659477.745811528,29865756.26907016,
4716,568.1920174783312,11.892692777777775,2.0,,,,,,,1198906.134580398,2919337.002237175,1922689.2931336032,5292067.270048061,4304187.340171857,1683801.664606023,2571514.73465187,3609098.9453774933,2043841.7923353082,2455976.1015700446,2314190.6695172517,3075042.3565479615,800169.2192255286,1868001.342565994,1648873.989558397,2331172.8604190857,343761.8453733381,3323415.924308532,792687.1257935255,4704715.371999077,3614929.736310448,1233213.435356038,272540.6159043792,2025593.5769001446,1926662.290464001,731697.9537454655,8368902.529339697,6198857.735588898,929860.2028446244,1030825.201298472,2182215.209610018,3453244.057189546,1855312.303542937,2573336.3872242183,1208367.7319367144,3194307.857626144,
4724,247.13297781734025,6.3428887666666665,2.0,,,,,,,67788.37191294845,28330099.35605792,22768496.78170833,8177791.165277998,28890672.62714061,8352588.30398212,29598799.194578856,26798058.836175345,19492727.197279714,5389754.546560501,70717975.58034636,44656659.276519895,10901094.613397446,28353431.95996704,10680328.045685593,16874778.57985237,20063904.90280409,20850469.915493093,9021574.516300136,29635024.189147856,48353114.67878774,13115863.370021788,6416684.668839037,20235349.104386795,7010670.165875796,35111061.12545177,20339735.291152854,4468525.854349512,33793409.432053305,27476006.050757106,6160575.832992403,24016967.58368175,44804581.94341427,29313290.55661613,7652145.439623212,56821928.368235305,
4735,344.07185040813596,8.13338782,2.0,,,,,,,0.0,4929143.056752343,1743797.32618665,4051580.598257864,1532449.7723067782,5723592.47851918,3643991.5295468112,5048998.468362368,11131049.075817268,4236639.3705218285,2436491.0790762184,1966665.160839232,11636872.862400616,8291696.072097653,32816681.118063964,2699193.669400516,6732416.81457849,24293402.28665614,5146871.986712115,20994387.151665427,1277289.713757903,8658765.752781864,4423698.2559524,1950342.5973495075,14956147.623916473,2284127.3078221823,2751838.5017817942,27829438.99605941,6924881.3416221915,7999255.172583533,22045273.22660628,12332622.847390454,1145302.8098478918,6166882.09118396,8566753.526816847,8943354.83923731,
4772,566.2799016905726,8.682992148484848,2.0,,,,,,,0.0,2405719.109458783,0.0,2601157.989907691,2763534.6945132315,744240.6381359964,540724.0101539972,1417534.2153314597,8226071.985194677,742250.6349059496,3035520.909081557,0.0,27338633.370212954,14530457.384518694,5813114.14397807,1850219.0214912996,13293924.518482832,9740790.423261337,33186599.792924795,8881298.654652046,2865546.9249585466,16595756.104022238,48662632.93896757,34827702.18471509,6778130.082821162,32451098.640068114,26030084.974356923,52011106.53761074,12228393.416233838,24074257.33896908,3733888.531570085,2912581.6024613664,36685520.14238121,457848.0684267115,922956.2912381509,1992880.8947461876,
4807,231.08398339191837,1.9069185457142852,2.0,,,,,,,0.0,20128242.428506315,32769073.188991934,15328944.327320067,35558105.057609,32660545.610025,23697054.71225344,36985302.28115189,30017512.04725228,24529520.89321631,27432572.20768768,25131204.91941234,6847195.486314325,24036831.06077705,7814206.483858308,58223995.73292054,26459346.38067999,17097358.769010756,24320585.48539607,9488980.179486707,26918902.724077024,31400291.590229724,16241590.220044548,28229141.74045218,23091067.92283142,28375050.773036435,31875481.05829961,4573779.781048311,20449414.73966349,29843361.442718245,1608316.667106422,22940822.45572327,58539294.96123832,27561333.21210533,21288401.917956024,34072209.40420813,
4811,324.1652483621752,0.6560399552777778,1.0,,,,,,,8513.733665742177,3651821.535141245,1462801.710363348,3922068.2805724167,2171670.7056316514,3452146.740224073,6083982.654485402,3386031.933687956,3457840.2960064486,2832768.0027142325,3644935.3404310886,2497291.8514312115,4164643.563686658,4850448.751039385,4393933.3559090085,3389398.281224546,25547070.00160177,4883385.195399712,3568416.9811590193,4008053.71224978,2563217.989551308,10112158.279336153,7112368.636876417,5374901.857253718,16319502.096784836,5346396.8249941785,1989882.4895753555,5870732.569801642,4022555.3955775737,26999608.171181086,4112650.27514025,2708727.3072651145,3393646.7452032664,3254067.9521943554,5171512.501690634,8167402.483654833,
4817,206.19037277552403,8.353532577777777,2.0,,,,,,,171414.61301955534,4680791.143818293,1914568.2454462629,1497424.1352869913,1513395.2381009322,220427.70518031286,288345.37045195716,3215899.268563035,6724876.046939101,3484188.5917034135,9379084.969280336,6506591.335124755,2166686.113482454,7770236.466526004,37088838.24720512,619326.6671974892,663961.0463509642,16515213.323520495,4952054.702794183,19891479.75491692,4876798.99452376,2657717.9958059117,1941116.6850159431,2915421.982077286,4945632.149007451,4019109.9862148967,10012210.853734244,11614879.014858218,13178923.472596595,5082395.453235436,3265568.5450867387,8707465.836935638,11883369.991144387,3815807.777623429,8933939.059886646,2223016.3067266145,
4820,277.14349262909724,9.183858969444444,2.0,,,,,,,135853.80700039305,17717777.801517293,66345461.05858639,28876682.95428565,47800637.77017104,60724232.41912078,49833589.33372581,41635482.83388675,21479378.459320046,52078245.11971786,28323002.41498645,45300922.03136585,25072738.34701994,51201815.14453992,30243455.405578963,50207380.059069894,48022176.48404977,8586647.898563169,42416382.30464756,47065513.71475439,96299021.70571442,30596427.043479424,39576222.05054008,45735278.31336193,59762584.10076908,53725945.50003725,58127322.40914066,9323259.02106844,53929812.97896417,57911760.75181672,26702213.606464304,58258492.6135251,59554149.66010871,47902415.88162538,34634995.47632573,47142879.97897184,
4827,356.2431931201324,9.402389269444443,2.0,,,,,,,1420627.3362209543,18766522.870906174,4044351.0706056287,18333832.04813705,67152334.61053342,17339675.241830394,22558540.063374717,3869298.865389238,19675938.566246387,16831747.95783032,4206715.505327405,4555047.8640605835,17993820.173615966,23843533.92110427,25175823.15175852,3338178.274567117,19364496.831221037,6466773.960802976,11673640.499062672,8294693.367718481,29577322.18434292,23805081.441539753,3340470.0499523394,19774967.23920584,47689748.59485388,4284711.42324585,11661245.407655533,5377627.344618691,15770498.852439927,74561678.12018138,6317517.036273185,29517805.63470617,22420523.06341444,29692135.116678234,27708624.57772499,32875941.05693968,
4836,444.24419544361257,5.3264910972222195,2.0,,,,,,,79042.0361583628,5957642.923267786,78121125.68295525,6533899.694731425,38448044.033396505,52166780.08037026,68236912.735525,78732276.31538326,4736499.026701529,54703636.37414685,69507585.56456038,65026376.44544606,14274456.354938054,37603383.762274496,30097581.91689537,68393524.31895274,48792199.70076212,20085807.40803513,37457107.40361884,16529994.680832487,140893969.18003738,36348618.76860216,51494850.38573092,69840625.24451667,41192173.79994156,64258162.26893651,10951063.496945862,20306543.433444567,55277442.57115278,107242431.3046702,3939162.545720989,9609101.55471817,227143817.09744635,42396548.16757949,12105371.901080927,48514684.3531861,
4843,416.2855179610607,3.634520394444445,2.0,,,,,,,918943.596413868,7448649.39949261,59776407.89616501,11658027.049194973,35699776.86958355,48969963.47470065,53088606.381326795,109591442.53494236,29255291.25517287,53669655.82512826,95024461.23366185,37058983.1721994,17516670.708243772,87435452.59304185,47014344.79936999,111599591.31230503,85920325.93028139,40511742.1950984,87755694.28174405,29388680.10431812,85920834.39998485,148183434.84302685,82330432.26546042,161601649.65159994,124286372.89459804,74245321.67814286,153416886.91336012,16829049.684864998,59489518.29380897,118650783.42245288,26109894.348083246,27092533.506132454,94490033.26185536,67805165.41154733,14089770.675964992,43736140.44336096,
4885,311.1697854213421,3.8267640527777766,2.0,,,,,,,501923.7723592964,9273663.933507236,40027590.99307642,12961768.990323747,35916542.52349276,46015306.56042642,11378434.08232565,63374083.23389114,50314460.63151674,31947328.089907106,58671847.04832599,36432408.95685092,20148202.439137984,31999169.342286,9457826.88545364,55819723.55795653,42388227.97628316,25022493.25273723,27294336.87234668,20933862.556798413,88399278.01467358,28605602.50362932,14849006.36467799,49825138.15411966,43701920.45763618,38350786.01029253,37245140.34321771,18195257.37888496,38747496.75272106,59255878.95113601,3762446.09046403,28811935.43466017,90660698.58821312,17156246.814307496,25309130.73685166,50805193.97188746,
4888,423.27481008573267,5.829447880555555,2.0,,,,,,,554641.4420969385,11175076.772352533,33198581.95319405,7760199.332945893,34607224.11470562,36178335.64555048,5196570.50539313,63602600.48533452,19682940.465212952,33674922.335240856,22896329.595351104,37106638.13762238,5924357.595747704,3910945.863454694,10628259.778416654,63389939.39590332,4799030.790384755,15168333.73366383,7656364.002550575,7246714.332198399,41194065.07586137,24639385.409041453,3092492.6349977776,9848415.41603721,6006278.749242956,3739112.462976471,23196263.67672209,11988388.837900532,3743504.4893145086,3523223.297930805,6228831.07875503,13685129.708910368,4705925.595030158,16272497.264729602,10957261.597454738,14025236.58939778,
4892,409.2593774795532,4.943908102777779,2.0,,,,,,,111456.961507964,8098776.9465520065,232554859.44603437,11483275.681639912,253063103.92414838,110640183.84556982,21712853.511220444,207163996.04804352,21243811.42363355,118783001.89491294,233797311.73575315,164515485.02962148,5769968.580030218,18760215.926455934,8816928.709770063,303127664.47695154,8232043.794251348,9639288.552252773,18231241.593420666,10387690.74212175,169439055.36327642,33496302.66764503,9127460.752113687,13796662.930848155,10084568.314114558,12437288.339611413,56596797.8563266,7845875.720705632,8035460.40638588,12546084.224774292,2899958.3996128687,23279298.35061709,24179614.438228857,69533660.17091848,13130155.915295655,34812375.96101363,
4900,343.30695822255717,6.160752448484848,2.0,,,,,,,0.0,6629336.6066933125,2006408413.538718,1420109.2410023808,3055509979.263184,55739345.37443134,0.0,154044837.64117053,6277811.325554029,37151901.00557024,724672548.5996875,728475339.1861426,2072573.4611330754,21694386.717335947,1666956.1922576234,848341237.5485241,9011070.313043287,7105844.461237499,10596785.57877371,1589510.3761660268,5182483.95035411,167713614.30234134,0.0,948891197.0727836,1011177.0700674272,3411709151.627105,867835283.5069691,3457252.038154276,744077252.6482729,2785614742.5723557,939919.5759803931,905229.1566520205,2274835.6065311246,8526718.030000255,1221600.4277973615,1782261.5073964756,
4905,288.2532540215998,8.956053349999998,2.0,,,,,,,314468.26221926376,4709954.031106894,10520240.168761237,6449320.772878189,7581033.529905503,461704.99361515313,1606643.9441862244,9643824.925519833,9099651.509341322,14026870.81072086,5680649.819425493,8489801.393456489,4556440.422901474,13802339.235062828,12300063.567439547,5572032.955692312,255887.12429831762,6427384.616673636,541331.9665038257,11663769.015600463,8631575.940990113,6579834.545576576,220892.38501105676,5843808.091247216,22020533.41754147,6886915.721909714,6586997.743164552,4846601.074718398,10368733.795157282,12425597.908721447,10053062.123859113,10254042.265695162,7442852.719979878,15720184.37683196,8534314.36973259,12513022.72864692,
4908,387.2465905398241,4.831593286111111,2.0,,,,,,,191710.26072783893,2060009.9089956447,249644452.76510265,11866105.094844935,292932505.3989536,130605890.26324256,27523062.938403256,247662402.5464606,27777542.167164084,144598714.42152172,272270723.3213883,183958305.7755529,2984394.255544102,18930532.932110213,5329336.02455348,350001535.92241114,5385323.011551545,5788748.201576231,16097892.757481406,8284642.471010911,187205527.6601222,35918877.941063315,4293720.984958675,12414608.910093805,9150147.2658902,12570481.323607732,58592245.04471686,3337510.591300323,1837017.6543461096,12829927.657415865,1939327.051506552,24815316.52565196,25629277.55138267,82523338.2680571,13844063.54798023,40884112.69500437,
4942,225.11224315599574,5.894603838888887,2.0,,,,,,,42301.403455874504,40209934.47471749,55523541.14957485,44244170.43288984,104637693.34570204,48891139.7317779,54798753.27020986,62496187.09809928,1921135.143186008,88503290.93194965,90714624.31627028,89448482.9238783,25023041.79766484,69342882.3875161,8148060.183854608,54246397.18497808,57236510.72498267,6860171.632559228,59065320.51203086,9096651.881293677,254007686.78894117,42384821.86853063,58397376.5065484,51437484.58231893,9980245.30646158,77503764.20770825,105606595.1082366,20494256.578596946,121773474.41904238,65877129.94721886,7585608.17362368,8175403.678359401,184810016.56986263,107315254.4070966,6255950.285885825,8911903.325814173,
4953,482.3686667209202,9.79183961666667,2.0,,,,,,,49927.72959456138,4073459.240018668,10697823.91852943,3843378.759864012,9058562.360701894,10096671.434948044,5249225.06119705,17385029.83911896,9725630.786236113,12263332.643277688,10325661.31850714,10366836.477980347,4257460.2728429455,12224427.35867013,9622150.20151617,19976601.461370364,9136957.073549146,7572953.359146727,14690644.133146415,6753406.753882137,16451476.725927925,17580562.718268853,10050407.94872388,19164546.22486729,46935017.96466373,9775164.196858987,14865214.625490578,6015428.9733391665,10897068.005296957,14444869.248620477,3120064.4047167823,8566489.926753074,15602999.741548773,11601011.228139065,6352090.255439106,43310033.90312224,
4961,282.1910951787774,3.655637908333333,2.0,,,,,,,109225.23790719168,11724608.01643153,44557216.08362234,11180091.910459038,44191506.55512296,51762774.81022274,47027548.79601057,85072127.00127427,43206302.64937735,47461006.57147079,75562709.73145519,31818625.854371063,10237948.674084857,60635970.123372994,20529581.09570729,121412585.63372116,55994634.10058916,45583331.55598482,52894063.98024458,13585110.803288067,76284411.52176453,86360142.82746905,49564963.66820716,125044141.11267844,25028944.62225786,53333413.9517995,88672636.59163184,14751864.66730273,33202420.629470173,51205048.66530696,7359202.841144763,21102482.852372024,58908366.94801582,45764242.33395829,16073976.65692806,23103770.43231145,
4994,315.1953879170889,8.404380483333334,2.0,,,,,,,10144.766291083173,22931346.53719406,38112508.03541623,40047930.38348814,63957469.51207867,44807308.38915966,5059269.682488498,60391080.28124826,36531037.7631581,4269644.667845445,7968344.903828876,11036061.205839032,36661985.9393317,4338346.975940394,26558598.107131224,14494284.51490856,2182666.8490749644,22432336.840701643,7085488.244024454,18400552.98907113,14217077.680934748,8132187.971617935,5006382.858834148,2580314.104792749,4686409.541276295,5553622.714062385,30060526.40481863,41823538.929854095,10972043.80104111,44429133.53805816,11169325.891590564,40620943.17201523,6925195.905877995,28204863.228986274,20959117.89092725,30806455.63874509,
5015,183.1016069189924,6.2264596657142866,2.0,212.0,[M-H2O+H]+,,4.0,1440;1494;1210;29229,200.1049,0.0,17064820.62179384,3285210.970154807,52590569.52208781,29676689.157204945,1404117.4141378286,3880628.8647884983,3418906.245758445,13001453.240058145,3358904.1772619006,1427604.7411918126,2079440.7525427758,38189744.07214547,12290593.43400234,9943087.106821578,42289047.51024383,17299176.127206933,25044511.360538185,9365080.029028397,5140138.136673634,28929778.079092506,3588043.917876,2073512.1435587087,49407063.71490792,3251193.689098877,38157309.51603993,1590569.019855003,40337888.3865581,24916669.442366157,28457126.446944807,3924416.1380791836,24861101.683179174,40271337.85487533,13305065.171491973,30584635.165915906,17999995.810642276,
5048,249.1122580011896,6.034671427777778,2.0,,,,,,,64039.652278822185,41619529.03578245,48655074.25740858,48738445.38709156,60773707.51350975,105167474.69516715,67189561.33941153,7674788.81309082,30560401.01842041,38847214.91281111,40927055.31862013,47569604.67138822,25830723.685272,47870775.88126103,26168207.33330737,77179135.61700732,60897757.28303907,44710839.39971057,51667658.15115149,32422192.868437104,110223897.97569616,69531226.03834908,66627747.10381486,51933998.59063762,7029861.582739903,40805673.28769177,41228589.5989772,51166852.13411967,49502978.85064466,37396263.787695505,14608474.197935933,54160565.71178012,99280193.84585954,39836462.26376744,9059474.885499757,49386245.85229144,
5066,219.13803670065744,6.038000530555558,2.0,,,,,,,70717.45571141539,26027612.91748385,54551548.9567826,16141426.625104118,51907915.02666976,34139267.90173403,23397900.81339239,73621861.98234591,35893279.95222864,24183935.902409267,72192947.1077672,69458707.78016111,20950266.84971305,33738768.07705449,2464137.258410617,42016996.246910855,50903747.77169307,19115877.982702468,42619746.76179791,3022861.9913345827,103276287.86096253,43265307.88820525,27081678.57595803,28186638.05281296,17476030.77084706,43294265.81256168,60871672.4874889,18573180.33202843,33058411.223990794,50869059.9664173,2548971.536383784,28304241.855900925,49384364.07525179,30050966.86481249,37429943.50227126,4531399.303927675,
5070,268.15438948829,2.009370086111112,2.0,,,,,,,44758.59584733999,34526081.31769725,5910852.822492188,29760091.59321722,4566781.596979129,6149369.393727748,11908905.05626274,5125070.1084033735,3956189.054856562,58886462.76159132,59248340.35982897,3813720.399984935,5255538.589198683,5033883.554242872,57486980.17516726,4681309.011809997,74032355.9459447,3556625.461638747,3522286.1327928742,13536055.948439244,41484695.25753769,5948255.440643072,2601177.2322663995,4991953.952293688,2569172.896233006,7336397.212823245,52563421.77190153,9553945.107619684,3734739.906963561,7440061.611600743,2404087.2444699416,6866231.732220568,44408920.84899825,3027611.313181493,5244340.408551761,6468271.204548937,
5079,443.2722252906018,5.205209477777778,2.0,,,,,,,27615.60133230632,4175316.510933344,6640809.746930599,5954447.5512056565,6809571.0580830425,8642875.888391335,36726454.41090088,3139786.8186011175,8028164.683489183,29402834.5269347,17399911.757586773,7635320.79414435,7231497.101805997,30771355.46613233,26589901.71378207,6668331.730971822,9860696.79684589,16544568.726942968,9232612.65275457,15247663.255647827,61058315.86003575,4987725.600088295,37594655.50407346,8417926.146815578,11651843.210733585,5670660.58060539,28979664.47258873,6591300.709014745,7925598.187428017,8044399.289951075,1783937.8657613415,21027473.08491423,43539561.04708719,6931083.312382707,9649466.576875864,8922682.783469666,
5081,250.18015965053013,3.604164557142858,2.0,,,,,,,0.0,47908711.3528533,35438507.15425829,28990927.78921695,47170704.91045357,30309409.08697134,27235213.13882908,72449477.28806344,55821073.20368555,50584266.38583104,35576293.43983361,122917857.55369389,35732555.5619823,54320710.45648821,66089219.64902612,24614106.333640296,54939272.01447488,26001300.25766071,54418468.05856388,36067523.9848904,43247481.52068464,24413271.57713633,21355389.878991,37220986.42125714,28193344.876976665,40629420.49723549,75341034.42624287,37114865.33215404,125309332.75577,23003995.59071605,53360375.68384588,25902686.800290383,42599922.98808818,33441503.840815205,27481846.56509622,29957202.199072607,
5084,256.20600527111526,7.4552795,2.0,,,,,,,0.0,40213274.12977955,33163826.37060109,41133965.31072826,44320087.5197771,17266829.714538805,191859.9778265653,11229159.511375677,89935540.5014652,70707543.32866311,5420686.987542568,10510086.49546536,118173224.92651868,80787993.98154172,67556361.37480357,2943870.903729781,35603488.48045269,334657936.0312786,34629863.66768553,414478855.71498215,49972296.89603501,35432818.74541336,147686.69261015567,60906011.23936221,303927698.24480385,30528077.60467869,47108852.23045632,148598440.87798607,114503670.98767556,123958458.31263569,268287208.03317752,49387060.21419257,22682177.725737005,4767041.63274731,13793608.542387007,39185778.14948316,
