VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES	FDR
spectra-00000_PSM_95_UDMOATGHN4	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	140	145	6382	Cyclosporin,_9CI_Cyclosporin_S	9	9.2e-13	1189.8	577.367	348.989	M+2H	2	CC=CCC(C)C(C1C(=O)NC(C(C)O)C(=O)N(C)CC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C)O	0.00
spectra-00000_PSM_96_TQYVNGXUY9	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	536	554	4534	Antibiotic_LI-F_Antibiotic_LI-F04A	7	1.1e-12	882.554	414.762	314.541	M+2H	2	CC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NC(CC(=N)O)C(=O)NC(C)C(=O)OC(C)C(C(=O)N1)NC(=O)CC(CCCCCCCCCCCCNC(=N)N)O	0.00
spectra-00000_PSM_97_DK452HEM5P	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	7644	8551	9812	Tolybyssidin_A	8	1.1e-12	1464.87	709.947	370.6	M+2H	2	C1(=O)N2[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\C)/C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H]1C(C)C)C(C)C)[C@@H](O)C)[C@@H](OC(=O)C)C)C(C)C)Cc1ccccc1)C(CC)C)C(CC)C)[C@H](O)C)CC(C)C)CCCNC(=N)N)CCC2	0.00
spectra-00000_PSM_98_QYPNBTNCAI	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2411	2530	8142	E'marformycin_B'	7	1.2e-12	842.49	408.27	337.623	M+2H	2	O=CN[C@H](C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H]2N(C(=O)[C@H](NC(=O)[C@H](NC1=O)Cc1ccc(cc1)OC)[C@H](CC)C)NCCC2)[C@@H](CC)C	0.00
spectra-00000_PSM_99_B22NTFOWAT	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	692	715	2993	Tunicyclin_C_Tunicyclin_C	7	1.3e-12	712.354	318.196	286.382	M+2H	2	CC(C)CC1C(=O)NC(C)C(=O)NCC(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)NC(CO)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N1	0.00
spectra-00000_PSM_101_Y4YROFPS9F	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	96	100	9533	[Dihydro-MeBmt]1-[g-hydroxy-Meleu]4-cycl	9	1.5e-12	1219.85	449.624	364.105	M+3H	3	N1(C(=O)[C@H](N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CN(C(=O)[C@H](NC(=O)[C@@H]1[C@@H]([C@@H](CCCC)C)O)CC)C)C)CC(O)(C)C)C(C)C)C)CC(C)C)C)C)C)CC(C)C)C)CC(C)C)C)C(C)C)C	0.00
spectra-00000_PSM_102_7HFZ4P9NR4	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	834	860	6374	Permetin_A_2-L-Valine_analogue	9	1.5e-12	1086.68	481.317	375.141	M+2H	2	CCC(C)C1CC(=O)NC(CCN)C(=O)NC(C(C)C)C(=O)NC(CCN)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O1	1.45
spectra-00000_PSM_103_5R09D29GMK	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	147	152	8982	SCH-378161	8	1.6e-12	1122.63	599.38	353.194	M+2H	2	C1(=O)N(C(C(=O)NC(C(=O)N2C(C(=O)NC(C(=O)N(C(C(=O)OC(C(=O)NC(C(=O)N3C(C(=O)NCC(=O)N(C1C(C)C)C)CCC3)Cc1ccccc1)C(CC)C)CCC(=O)O)C)C(C)C)CCC2)C(CC)C)CCC(=O)N)C	1.43
spectra-00000_PSM_104_V19DYAZHAS	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2089	2180	9422	phakellistatin_9	8	1.8e-12	1122.65	618.378	513.884	M+2H	2	[C@@H]12N(C(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]4N(C(=O)[C@H]5N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc6ccccc6)NC(=O)[C@@H](NC1=O)[C@@H](C)CC)C(C)C)CC(C)C)CCC5)CCC4)Cc1ccc(cc1)O)C(C)C)CCC3)CCC2	1.41
spectra-00000_PSM_105_OO39Y6J5VX	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	513	530	2571	Dolastatin_14_Nγ(Asn)-Me	8	1.8e-12	1102.7	503.312	365.247	M+2H	2	CC(C)C1C(=O)N(C)C(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(CC(=O)NC)C(=O)N(C)C(C)C(=O)OC(C)CCCC=CCCC(CC=CC=C(C)C(=O)N1)OC	1.39
spectra-00000_PSM_106_TCLTQ5YQ0E	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	546	564	3593	Anabaenopeptin_C_Anabaenopeptin_C	7	1.9e-12	808.448	459.286	355.892	M+2H	2	CC(C)C1C(=O)NC(CCc2ccc(cc2)O)C(=O)N(C)C(C)C(=O)NC(Cc2ccccc2)C(=O)NCCCCC(C(=O)N1)NC(=O)NC(CCCCN)C(=O)O	1.37
spectra-00000_PSM_107_AQ7NVQ2QN0	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	6423	6972	3149	PF_1171F_PF_1171F	7	1.9e-12	688.395	415.215	348.689	M+2H	2	CCC(C)C1C(=O)Nc2ccccc2C(=O)N2CCCCC2C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N1	1.35
spectra-00000_PSM_108_12K2P2VQRM	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	9335	10902	3085	Kahalalide_B_Kahalalide_B	7	1.9e-12	877.459	423.258	301.201	M+2H	2	CC(C)CCCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC1COC(=O)CNC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC1=O	1.33
spectra-00000_PSM_109_682DHIZ5OO	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8266	9371	4392	Heptamycin_B_Ring-opened_form	6	2.4e-12	821.432	366.218	369.278	M+2H	2	CC=C(C(=O)O)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(C(C)O)NC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C	1.32
spectra-00000_PSM_110_NOAX2CA2DD	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	660	683	5973	Kahalalide_E_Kahalalide_E	7	2.5e-12	835.521	480.801	331.121	M+2H	2	CC(C)CCCCCC1CC(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O1	1.30
spectra-00000_PSM_111_7G53NFC0YA	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	7867	8851	4038	Isaridins_Isaridin_C1	7	3.0e-12	669.41	406.272	413.309	M+2H	2	CCC(C)C1C(=O)NCCC(=O)OC(CC(C)C)C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N(C)C(C(C)C)C(=O)N1C	1.28
spectra-00000_PSM_112_4MH2R0197G	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2265	2370	8673	Peptidolipin_NA	7	3.1e-12	963.662	463.342	647.274	M+2H	2	N12C(=O)C(NC(=O)C(NC(=O)[C@@H](NC(=O)CC(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1CCC2)C(CC)C)C)C(O)C)CCCCCCCCCCCCCCCCC)[C@H](O)C)C(C)C)C	1.27
spectra-00000_PSM_113_WRFZTN8LMZ	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	809	835	9112	none	8	3.3e-12	1035.68	459.304	370.865	M+2H	2	C1(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O[C@@H](C1)CCCCCCCCC(CC)C)C(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)OC	1.25
spectra-00000_PSM_114_EUGLAZI88X	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3451	3657	6127	Myxochromide_A_Myxochromide_A1	7	3.9e-12	819.453	481.28	337.476	M+2H	2	CC=CC=CC=CC=CC=CC=CC=CC(=O)N(C)C1C(C)OC(=O)C(CCC(=N)O)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(C)NC1=O	1.23
spectra-00000_PSM_115_24603ULRIA	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	6748	7368	8481	malaysiatin	7	3.9e-12	752.422	378.212	292.227	M+2H	2	C(C1NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C2N(C(=O)C3N(C1=O)CCC3)CCC2)Cc1ccccc1)C(C)C)C(C)C)C(C)C)C(=O)N	1.22
spectra-00000_PSM_116_6RK6FGTB73	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	725	748	6989	BZR-Cotoxin_II_BZR-Cotoxin_II	8	4.1e-12	964.573	524.827	340.608	M+2H	2	CC(C)CC1C(=O)NC2(CC2)C(=O)OC(CC(C)C)C(=O)N(C)C(CC(C)CO)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)O)C(=O)OC(C(C)C)C(=O)N2CC(C)CC2C(=O)N(C)C(C)C(=O)O1	1.20
spectra-00000_PSM_117_CX308R68NJ	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1916	1998	3609	Minutissamide_C_Minutissamide_C	8	4.2e-12	1187.66	628.383	326.883	M+2H	2	CCC(=O)CCCCCCCCCC(C)C1C(C(=O)NC(C(C)C)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(=CC)C(=O)NC(CC(=N)O)C(=O)NC(C)C(=O)NC(C(C)O)C(=O)N(C)C(CC(=N)O)C(=O)N2CCCC2C(=O)N1)O	1.19
spectra-00000_PSM_118_L8O2RLOAJA	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	590	611	3149	PF_1171F_PF_1171F	7	4.8e-12	688.395	371.234	332.703	M+2H	2	CCC(C)C1C(=O)Nc2ccccc2C(=O)N2CCCCC2C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)N1	1.18
spectra-00000_PSM_119_K531LFHN8W	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8269	9374	7189	Cyclolinopeptide_X_Cyclolinopeptide_X	8	4.9e-12	953.574	429.257	387.163	M+2H	2	CCC(C)C1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC2CC(C(=O)N3CCCC3C(=O)N3CCCC3C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)N1)N(C)C2	1.16
spectra-00000_PSM_120_41DTM9FHND	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1792	1869	7562	Kulokainalide_1_Kulokainalide_1	7	5.2e-12	890.515	376.238	352.359	M+2H	2	C#CCCCC1C(C)(C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)OC(C)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)O1	1.15
spectra-00000_PSM_122_JLNRM1WA4K	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	367	381	8764	euryjanicin_B	7	5.6e-12	709.38	348.723	294.294	M+2H	2	[C@@H]1([C@@H](C)O)NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]4N(C1=O)CCC4)Cc1ccccc1)C(C)C)CCC3)CCC2)C	2.25
spectra-00000_PSM_124_CR1F54D2HU	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2133	2226	6210	Myxochromide_A_Myxochromide_A2	7	6.0e-12	833.469	421.259	305.932	M+2H	2	CCC=CC=CC=CC=CC=CC=CC=CC(=O)N(C)C1C(C)OC(=O)C(CCC(=N)O)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(C)NC1=O	3.30
spectra-00000_PSM_127_MZMNFEZ02E	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	391	405	8764	euryjanicin_B	7	7.2e-12	709.38	326.709	286.401	M+2H	2	[C@@H]1([C@@H](C)O)NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]4N(C1=O)CCC4)Cc1ccccc1)C(C)C)CCC3)CCC2)C	5.32
spectra-00000_PSM_128_JRGWDU2A4V	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	418	433	8764	euryjanicin_B	7	7.8e-12	709.38	370.736	301.63	M+2H	2	[C@@H]1([C@@H](C)O)NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]4N(C1=O)CCC4)Cc1ccccc1)C(C)C)CCC3)CCC2)C	5.26
spectra-00000_PSM_129_9IMH8IEDGU	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1252	1301	5215	Obyanamide_Obyanamide	6	8.4e-12	599.278	524.306	501.738	M+H	1	CCC1CC(=O)OC(C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc2ccccc2)C(=O)NC(C)c2nc(cs2)C(=O)N1	0.00
spectra-00000_PSM_130_C992FLRDWA	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5541	5950	8310	Cycloamanide_A	6	8.6e-12	618.317	536.321	495.185	M+H	1	N1C(=O)C2N(C(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1C(C)C)Cc1ccccc1)Cc1ccccc1)C)CCC2	0.00
spectra-00000_PSM_131_87VGCWTFD5	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2018	2106	5917	Friulimicin_Friulimicin_A	8	8.7e-12	1288.67	657.412	470.234	M+2H	2	CC(C)CCCCCCC=CCC(=O)NC(CC(=N)O)C(=O)NC1C(C)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C(C(C)N)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C(C(C)C(=O)O)NC(=O)C2CCCCN2C1=O	5.21
spectra-00000_PSM_132_PAUEGGSIN3	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1892	1973	4404	Clavariopsin_A_N25-De-Me	8	9.0e-12	1139.68	570.359	331.395	M+2H	2	CCC(C)C1C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(cc2)OC)C(=O)OC(C(C)C)C(=O)N2CCCCC2C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)O)C(=O)N(C)C(=O)C(C(C)CC)N1C	5.15
spectra-00000_PSM_133_TBD46D7OO3	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	6755	7378	8855	phakellistatin_4	7	9.2e-12	789.406	408.214	307.464	M+2H	2	c1cc(ccc1)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)[C@H](CC)C)Cc1ccccc1)CO)CCC2)[C@@H](O)C	5.10
spectra-00000_PSM_134_L2N5TMFRYE	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	10050	12013	9050	Curvacin-A	6	9.3e-12	1247.47	620.283	477.65	M+2H	2	C(=O)(NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(=O)N)C=O)CC(=O)N)CS)Cc1ccc(cc1)O)C(NC(=O)CNC(=O)C(CC(=O)N)NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)C)CS)CO)Cc1ccc(cc1)O)C(C)C	5.05
spectra-00000_PSM_135_4O52KKVHT7	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3117	3290	2730	Peptidolipin_F_Peptidolipin_F	8	9.4e-12	781.459	437.254	326.555	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)OC)C(=O)OC(C)CC(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1	5.00
spectra-00000_PSM_137_JBB1ZDWBIB	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5147	5509	6210	Myxochromide_A_Myxochromide_A2	7	1.1e-11	833.469	407.243	381.921	M+2H	2	CCC=CC=CC=CC=CC=CC=CC=CC(=O)N(C)C1C(C)OC(=O)C(CCC(=N)O)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(C)NC1=O	4.95
spectra-00000_PSM_138_X9N8MZ103L	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	7974	8987	4516	Trichodepsipeptide_A_Trichodepsipeptide_A	6	1.1e-11	688.405	592.332	611.659	M+H	1	CC(C)CC1C(=O)NC(CO)C(=O)OC(C(C)C)C(=O)OC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(CC(C)C)C(=O)N1	0.00
spectra-00000_PSM_139_DRDCFG0EC8	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	4808	5127	9812	Tolybyssidin_A	9	1.2e-11	1464.87	716.435	341.014	M+2H	2	C1(=O)N2[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\C)/C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H]1C(C)C)C(C)C)[C@@H](O)C)[C@@H](OC(=O)C)C)C(C)C)Cc1ccccc1)C(CC)C)C(CC)C)[C@H](O)C)CC(C)C)CCCNC(=N)N)CCC2	4.90
spectra-00000_PSM_140_SWMXIQWSJ4	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5375	5766	2730	Peptidolipin_F_Peptidolipin_F	8	1.2e-11	781.459	409.259	273.731	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)OC)C(=O)OC(C)CC(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1	4.85
spectra-00000_PSM_141_KWXR8EX07R	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2160	2256	9417	Clavariopsin_B	8	1.2e-11	1139.68	526.333	322.136	M+2H	2	C1(=O)N([C@H](C(=O)NCC(=O)N([C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N2[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N([C@H]1[C@H](CC)C)C)CC(=O)O)C)C(C)C)C(C)C)CCCC2)C(C)C)Cc1ccc(cc1)OC)C(C)C)C)[C@H](CC)C)C	4.81
spectra-00000_PSM_142_CY6MP37I70	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	8303	9413	2730	Peptidolipin_F_Peptidolipin_F	8	1.3e-11	781.459	387.246	266.23	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C(C)OC)C(=O)OC(C)CC(=O)NC(C(C)O)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)N2CCCC2C(=O)N1	4.76
spectra-00000_PSM_143_BQW29IDP4N	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	111	115	9812	Tolybyssidin_A	9	1.3e-11	1464.87	493.651	373.666	M+3H	3	C1(=O)N2[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\C)/C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H]1C(C)C)C(C)C)[C@@H](O)C)[C@@H](OC(=O)C)C)C(C)C)Cc1ccccc1)C(CC)C)C(CC)C)[C@H](O)C)CC(C)C)CCCNC(=N)N)CCC2	5.56
spectra-00000_PSM_144_KAA3HDHJMR	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	4241	4519	5986	Wewakamide_A_Wewakamide_A	8	1.3e-11	994.647	443.272	312.312	M+2H	2	CCC(C)C1C(=O)NC(C(C)C)C(=O)NC(C)C(C)C(=O)NC(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)OC(C(C)C)C(=O)N2CCCC2C(=O)N(C)C(C)C(=O)N(C)C(CC(C)C)C(=O)N1C	4.72
spectra-00000_PSM_145_QNPV2YG3SE	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1349	1404	807	Georgamide_Georgamide	7	1.4e-11	851.504	473.302	383.238	M+2H	2	C#CCCCC1C(C)(C)C(=O)NC(C(C)O)C(=O)N(C)C(Cc2ccccc2)C(=O)N2CCCC2C(=O)OC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)O1	4.67
spectra-00000_PSM_146_MF3UUGYV5T	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	1934	2016	7710	Pleofungin_C_Pleofungin_C	8	1.4e-11	1080.7	497.312	321.136	M+2H	2	CCC(C)C(C(=O)NC1C(C)OC(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C(C)C)N(C)C(=O)C(C(C)O)NC(=O)C(CC(C)C)N(C)C(=O)C(C(C)C)NC(=O)C(CC(C)C)OC(=O)C(C(C)C)OC1=O)NC	4.63
spectra-00000_PSM_147_CDD0K8JHX5	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	5817	6265	2088	Citrusin_VII_Citrusin_VII	7	1.4e-11	795.38	393.202	315.82	M+2H	2	CC(C)CC1C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(CC(=O)O)C(=O)N1	4.59
spectra-00000_PSM_148_MNAVKM0B9I	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2957	3119	2548	Cyclocitropside_B_Cyclocitropside_B	7	1.4e-11	799.398	444.26	357.556	M+2H	2	CC(C)CC1C(=O)NC(CC(=N)O)C(=O)N2CCCC2C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(CC(=O)O)C(=O)N1	4.55
spectra-00000_PSM_149_BFK88EUM0I	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	2807	2960	8764	euryjanicin_B	7	1.5e-11	709.38	388.233	376.257	M+2H	2	[C@@H]1([C@@H](C)O)NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@H]3N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]4N(C1=O)CCC4)Cc1ccccc1)C(C)C)CCC3)CCC2)C	4.50
spectra-00000_PSM_150_A8C6X0WDY0	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	146	151	7485	Aurilide_B_Aurilide_B	7	1.7e-11	833.551	357.236	294.313	M+2H	2	CCC=C(C)C1C(C)C(CC=C(C)C(=O)OC(C(C)CC)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)CC)C(=O)N(C)CC(=O)NC(C(C)C)C(=O)N(C)C(C)C(=O)O1)O	4.46
spectra-00000_PSM_151_R2LDRMEMDE	MilouArts/DOM/2019/ABCDom_PlanC_prelim/211222_ABCDomPlanC_IIN_GNPS.mgf	3157	3334	9812	Tolybyssidin_A	8	1.8e-11	1464.87	680.423	350.724	M+2H	2	C1(=O)N2[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N/C(=C\C)/C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H]1C(C)C)C(C)C)[C@@H](O)C)[C@@H](OC(=O)C)C)C(C)C)Cc1ccccc1)C(CC)C)C(CC)C)[C@H](O)C)CC(C)C)CCCNC(=N)N)CCC2	4.42
